receipt number,PD,notice date,days,month
lin2090208465,2020-02-10 00:00:00,2020-09-11 00:00:00,214,20-Sep
lin2090205832,2020-02-07 00:00:00,2020-09-11 00:00:00,217,20-Sep
lin2090168558,2020-01-13 00:00:00,2020-09-16 00:00:00,247,20-Sep
lin2090217100,2020-02-14 00:00:00,2020-09-16 00:00:00,215,20-Sep
lin2090217102,2020-02-14 00:00:00,2020-09-16 00:00:00,215,20-Sep
lin2090217099,2020-02-14 00:00:00,2020-09-16 00:00:00,215,20-Sep
lin2090207902,2020-02-07 00:00:00,2020-09-16 00:00:00,222,20-Sep
lin2090219666,2020-02-18 00:00:00,2020-09-16 00:00:00,211,20-Sep
lin2090149013,2019-12-30 00:00:00,2020-09-16 00:00:00,261,20-Sep
lin2090219664,2020-02-18 00:00:00,2020-09-17 00:00:00,212,20-Sep
lin2090205986,2020-02-07 00:00:00,2020-09-17 00:00:00,223,20-Sep
lin2090205987,2020-02-07 00:00:00,2020-09-17 00:00:00,223,20-Sep
lin2090221320,2020-02-18 00:00:00,2020-09-17 00:00:00,212,20-Sep
lin2090219667,2020-02-18 00:00:00,2020-09-17 00:00:00,212,20-Sep
lin2090149145,2019-12-27 00:00:00,2020-09-17 00:00:00,265,20-Sep
lin2090175248,2020-01-21 00:00:00,2020-09-17 00:00:00,240,20-Sep
lin2090219663,2020-02-18 00:00:00,2020-09-17 00:00:00,212,20-Sep
lin2090221318,2020-02-18 00:00:00,2020-09-18 00:00:00,213,20-Sep
lin2090057605,2019-10-31 00:00:00,2020-09-24 00:00:00,329,20-Sep
lin2090175249,2020-01-21 00:00:00,2020-09-16 00:00:00,239,20-Sep
lin2090217264,2020-02-14 00:00:00,2020-09-17 00:00:00,216,20-Sep
lin2090217259,2020-02-14 00:00:00,2020-09-17 00:00:00,216,20-Sep
lin2090175154,2020-01-21 00:00:00,2020-09-18 00:00:00,241,20-Sep
lin2090210120,2020-02-10 00:00:00,2020-09-22 00:00:00,225,20-Sep
lin2090188584,2020-01-24 00:00:00,2020-09-22 00:00:00,242,20-Sep
lin2090185505,2020-01-24 00:00:00,2020-09-22 00:00:00,242,20-Sep
lin2090057792,2019-10-31 00:00:00,2020-09-22 00:00:00,327,20-Sep
lin2090175632,2020-01-21 00:00:00,2020-09-22 00:00:00,245,20-Sep
lin2090205713,2020-02-07 00:00:00,2020-09-22 00:00:00,228,20-Sep
lin2090205659,2020-02-07 00:00:00,2020-09-22 00:00:00,228,20-Sep
lin2090208463,2020-02-10 00:00:00,2020-09-22 00:00:00,225,20-Sep
lin2090205711,2020-02-07 00:00:00,2020-09-22 00:00:00,228,20-Sep
lin2090208467,2020-02-10 00:00:00,2020-09-23 00:00:00,226,20-Sep
lin2090205718,2020-02-07 00:00:00,2020-09-23 00:00:00,229,20-Sep
lin2090210072,2020-02-10 00:00:00,2020-09-23 00:00:00,226,20-Sep
lin2090175147,2020-01-21 00:00:00,2020-09-23 00:00:00,246,20-Sep
lin2090173035,2020-01-17 00:00:00,2020-09-23 00:00:00,250,20-Sep
lin2090181293,2020-01-23 00:00:00,2020-09-24 00:00:00,245,20-Sep
lin2090180677,2020-01-23 00:00:00,2020-09-24 00:00:00,245,20-Sep
lin2090209574,2020-02-10 00:00:00,2020-09-24 00:00:00,227,20-Sep
lin2090209576,2020-02-10 00:00:00,2020-09-24 00:00:00,227,20-Sep
lin2090178671,2020-01-22 00:00:00,2020-09-24 00:00:00,246,20-Sep
lin1990707404,2019-09-18 00:00:00,2020-09-24 00:00:00,372,20-Sep
lin2090158923,2020-01-09 00:00:00,2020-09-24 00:00:00,259,20-Sep
lin2090209573,2020-02-10 00:00:00,2020-09-24 00:00:00,227,20-Sep
lin2090217194,2020-02-14 00:00:00,2020-09-25 00:00:00,224,20-Sep
lin2090217260,2020-02-14 00:00:00,2020-09-25 00:00:00,224,20-Sep
lin2090208471,2020-02-10 00:00:00,2020-09-25 00:00:00,228,20-Sep
lin2090158846,2020-01-09 00:00:00,2020-09-25 00:00:00,260,20-Sep
lin2090175146,2020-01-21 00:00:00,2020-09-25 00:00:00,248,20-Sep
lin2090217342,2020-02-14 00:00:00,2020-09-25 00:00:00,224,20-Sep
lin2090063532,2019-11-04 00:00:00,2020-09-25 00:00:00,326,20-Sep
lin2090208468,2020-02-10 00:00:00,2020-09-25 00:00:00,228,20-Sep
lin2090158869,2020-01-09 00:00:00,2020-09-28 00:00:00,263,20-Sep
lin2090219665,2020-02-18 00:00:00,2020-09-28 00:00:00,223,20-Sep
lin2090209575,2020-02-10 00:00:00,2020-09-29 00:00:00,232,20-Sep
lin2090172611,2020-01-17 00:00:00,2020-09-29 00:00:00,256,20-Sep
lin2090210099,2020-02-10 00:00:00,2020-09-29 00:00:00,232,20-Sep
lin2090210100,2020-02-10 00:00:00,2020-09-29 00:00:00,232,20-Sep
lin2090175374,2020-01-21 00:00:00,2020-09-29 00:00:00,252,20-Sep
lin2090329542,2020-04-30 00:00:00,2020-09-29 00:00:00,152,20-Sep
lin2090226733,2020-02-20 00:00:00,2020-09-29 00:00:00,222,20-Sep
lin2090110179,2019-12-05 00:00:00,2020-09-29 00:00:00,299,20-Sep
lin2090192776,2020-01-29 00:00:00,2020-09-29 00:00:00,244,20-Sep
lin2090192834,2020-01-29 00:00:00,2020-09-30 00:00:00,245,20-Sep
lin2090131016,2019-12-19 00:00:00,2020-09-30 00:00:00,286,20-Sep
lin2090291375,2020-04-02 00:00:00,2020-09-30 00:00:00,181,20-Sep
lin2090221316,2020-02-18 00:00:00,2020-09-30 00:00:00,225,20-Sep
lin2090217310,2020-02-14 00:00:00,2020-09-30 00:00:00,229,20-Sep
lin2090217344,2020-02-14 00:00:00,2020-09-30 00:00:00,229,20-Sep
lin2090152029,2020-01-03 00:00:00,2020-09-30 00:00:00,271,20-Sep
lin2090216006,2020-02-13 00:00:00,2020-09-29 00:00:00,229,20-Sep
lin2090187486,2020-01-27 00:00:00,2020-09-29 00:00:00,246,20-Sep
lin2090149423,2019-12-30 00:00:00,2020-09-29 00:00:00,274,20-Sep
lin2090208469,2020-02-10 00:00:00,2020-10-01 00:00:00,234,20-Oct
lin2090226757,2020-02-20 00:00:00,2020-10-01 00:00:00,224,20-Oct
lin2090226761,2020-02-20 00:00:00,2020-10-01 00:00:00,224,20-Oct
lin2090226698,2020-02-20 00:00:00,2020-10-01 00:00:00,224,20-Oct
lin2090226759,2020-02-20 00:00:00,2020-10-01 00:00:00,224,20-Oct
lin2090226833,2020-02-20 00:00:00,2020-10-01 00:00:00,224,20-Oct
lin2090226758,2020-02-20 00:00:00,2020-10-01 00:00:00,224,20-Oct
lin2090210119,2020-02-10 00:00:00,2020-10-01 00:00:00,234,20-Oct
lin2090217307,2020-02-14 00:00:00,2020-10-01 00:00:00,230,20-Oct
lin2090226706,2020-02-20 00:00:00,2020-10-01 00:00:00,224,20-Oct
lin2090221317,2020-02-18 00:00:00,2020-10-01 00:00:00,226,20-Oct
lin2090069457,2019-11-07 00:00:00,2020-10-01 00:00:00,329,20-Oct
lin2090210101,2020-02-10 00:00:00,2020-10-01 00:00:00,234,20-Oct
lin2090226760,2020-02-20 00:00:00,2020-10-01 00:00:00,224,20-Oct
lin2090217101,2020-02-14 00:00:00,2020-10-01 00:00:00,230,20-Oct
lin2090149832,2019-12-27 00:00:00,2020-10-02 00:00:00,280,20-Oct
lin2090171801,2020-01-17 00:00:00,2020-10-02 00:00:00,259,20-Oct
lin2090131074,2019-12-19 00:00:00,2020-10-02 00:00:00,288,20-Oct
lin2090063944,2019-11-04 00:00:00,2020-10-02 00:00:00,333,20-Oct
lin2090208455,2020-02-10 00:00:00,2020-10-06 00:00:00,239,20-Oct
lin2090199667,2020-01-31 00:00:00,2020-10-06 00:00:00,249,20-Oct
lin2090207900,2020-02-07 00:00:00,2020-10-05 00:00:00,241,20-Oct
lin2090205831,2020-02-07 00:00:00,2020-10-05 00:00:00,241,20-Oct
lin2090180530,2020-01-23 00:00:00,2020-10-05 00:00:00,256,20-Oct
lin2090158963,2020-01-09 00:00:00,2020-10-05 00:00:00,270,20-Oct
lin1990496813,2019-06-03 00:00:00,2020-10-05 00:00:00,490,20-Oct
lin2090205830,2020-02-07 00:00:00,2020-10-05 00:00:00,241,20-Oct
lin2090216007,2019-10-10 00:00:00,2020-10-05 00:00:00,361,20-Oct
lin2090208454,2020-02-10 00:00:00,2020-10-06 00:00:00,239,20-Oct
lin2090210121,2020-02-10 00:00:00,2020-10-06 00:00:00,239,20-Oct
lin2090228930,2020-02-21 00:00:00,2020-10-07 00:00:00,229,20-Oct
lin2090217193,2020-02-14 00:00:00,2020-10-07 00:00:00,236,20-Oct
lin2090205712,2020-02-07 00:00:00,2020-10-07 00:00:00,243,20-Oct
lin2090202469,2020-02-03 00:00:00,2020-10-07 00:00:00,247,20-Oct
lin2090172615,2020-01-17 00:00:00,2020-10-07 00:00:00,264,20-Oct
lin2090083398,2019-11-15 00:00:00,2020-10-08 00:00:00,328,20-Oct
lin2090228933,2020-02-21 00:00:00,2020-10-08 00:00:00,230,20-Oct
lin2090217311,2020-02-14 00:00:00,2020-10-08 00:00:00,237,20-Oct
lin2090229393,2020-02-21 00:00:00,2020-10-08 00:00:00,230,20-Oct
lin2090057822,2019-10-31 00:00:00,2020-10-08 00:00:00,343,20-Oct
lin2090229395,2020-02-21 00:00:00,2020-10-08 00:00:00,230,20-Oct
lin2090222670,2020-02-19 00:00:00,2020-10-08 00:00:00,232,20-Oct
lin2090228931,2020-02-21 00:00:00,2020-10-08 00:00:00,230,20-Oct
lin2090226734,2020-02-20 00:00:00,2020-10-09 00:00:00,232,20-Oct
lin2090083390,2019-11-15 00:00:00,2020-10-13 00:00:00,333,20-Oct
lin2090216225,2020-02-13 00:00:00,2020-10-13 00:00:00,243,20-Oct
lin2090094457,2019-11-06 00:00:00,2020-10-13 00:00:00,342,20-Oct
lin2090228582,2020-02-21 00:00:00,2020-10-13 00:00:00,235,20-Oct
lin1990180204,2019-12-24 00:00:00,2020-10-13 00:00:00,294,20-Oct
lin1990702801,2019-09-16 00:00:00,2020-10-14 00:00:00,394,20-Oct
lin2090226841,2020-02-20 00:00:00,2020-10-09 00:00:00,232,20-Oct
lin2090237779,2020-02-25 00:00:00,2020-10-09 00:00:00,227,20-Oct
lin2090226842,2020-02-20 00:00:00,2020-10-09 00:00:00,232,20-Oct
lin2090175376,2020-01-21 00:00:00,2020-10-09 00:00:00,262,20-Oct
lin2090237410,2020-02-25 00:00:00,2020-10-09 00:00:00,227,20-Oct
lin2090195320,2020-01-31 00:00:00,2020-10-14 00:00:00,257,20-Oct
lin2090111688,2019-12-06 00:00:00,2020-10-14 00:00:00,313,20-Oct
lin2090222763,2020-02-18 00:00:00,2020-10-14 00:00:00,239,20-Oct
lin2090228584,2020-02-21 00:00:00,2020-10-15 00:00:00,237,20-Oct
lin2090228929,2020-02-21 00:00:00,2020-10-15 00:00:00,237,20-Oct
lin2090229397,2020-02-21 00:00:00,2020-10-15 00:00:00,237,20-Oct
lin2090226175,2020-02-18 00:00:00,2020-10-15 00:00:00,240,20-Oct
lin2090237367,2020-02-25 00:00:00,2020-10-15 00:00:00,233,20-Oct
lin2090196130,2020-01-31 00:00:00,2020-10-15 00:00:00,258,20-Oct
lin2090237777,2020-02-25 00:00:00,2020-10-15 00:00:00,233,20-Oct
lin2090100031,2019-11-27 00:00:00,2020-10-16 00:00:00,324,20-Oct
lin2090224031,2020-02-14 00:00:00,2020-10-16 00:00:00,245,20-Oct
lin2090181047,2020-01-22 00:00:00,2020-10-16 00:00:00,268,20-Oct
lin2090100029,2019-11-27 00:00:00,2020-10-16 00:00:00,324,20-Oct
lin2090218709,2020-02-13 00:00:00,2020-10-19 00:00:00,249,20-Oct
lin2090217243,2020-02-14 00:00:00,2020-10-20 00:00:00,249,20-Oct
lin2090228932,2020-02-21 00:00:00,2020-10-20 00:00:00,242,20-Oct
lin2090237415,2020-02-25 00:00:00,2020-10-20 00:00:00,238,20-Oct
lin2090217475,2020-02-14 00:00:00,2020-10-20 00:00:00,249,20-Oct
lin2090228583,2020-02-21 00:00:00,2020-10-20 00:00:00,242,20-Oct
lin2090217227,2020-02-14 00:00:00,2020-10-20 00:00:00,249,20-Oct
lin2090210071,2020-02-10 00:00:00,2020-10-21 00:00:00,254,20-Oct
lin2090081974,2019-11-14 00:00:00,2020-10-21 00:00:00,342,20-Oct
lin2090217195,2020-02-14 00:00:00,2020-10-21 00:00:00,250,20-Oct
lin2090242085,2020-02-27 00:00:00,2020-10-22 00:00:00,238,20-Oct
lin2090203935,2020-02-05 00:00:00,2020-10-22 00:00:00,260,20-Oct
lin2090242084,2020-02-27 00:00:00,2020-10-22 00:00:00,238,20-Oct
lin2090241765,2020-02-27 00:00:00,2020-10-22 00:00:00,238,20-Oct
lin2090242032,2020-02-27 00:00:00,2020-10-22 00:00:00,238,20-Oct
lin2090057600,2019-10-31 00:00:00,2020-10-22 00:00:00,357,20-Oct
lin2090057791,2019-10-31 00:00:00,2020-10-22 00:00:00,357,20-Oct
lin2090242033,2020-02-27 00:00:00,2020-10-22 00:00:00,238,20-Oct
lin2090239881,2020-02-26 00:00:00,2020-10-22 00:00:00,239,20-Oct
lin2090237778,2020-02-25 00:00:00,2020-10-26 00:00:00,244,20-Oct
lin2090193001,2020-01-30 00:00:00,2020-10-26 00:00:00,270,20-Oct
lin2090237368,2020-02-25 00:00:00,2020-10-27 00:00:00,245,20-Oct
lin2090244669,2020-03-02 00:00:00,2020-10-27 00:00:00,239,20-Oct
lin2090243696,2020-02-28 00:00:00,2020-10-27 00:00:00,242,20-Oct
lin2090214289,2020-02-12 00:00:00,2020-10-27 00:00:00,258,20-Oct
lin2090221322,2020-02-18 00:00:00,2020-10-27 00:00:00,252,20-Oct
lin2090244526,2020-03-02 00:00:00,2020-10-27 00:00:00,239,20-Oct
lin2090214299,2020-02-12 00:00:00,2020-10-27 00:00:00,258,20-Oct
lin2090244529,2020-03-02 00:00:00,2020-10-27 00:00:00,239,20-Oct
lin2090237227,2020-02-25 00:00:00,2020-10-27 00:00:00,245,20-Oct
lin2090237413,2020-02-25 00:00:00,2020-10-27 00:00:00,245,20-Oct
lin2090237409,2020-02-25 00:00:00,2020-10-27 00:00:00,245,20-Oct
lin2090244695,2020-03-02 00:00:00,2020-10-27 00:00:00,239,20-Oct
lin2090228934,2020-02-21 00:00:00,2020-10-27 00:00:00,249,20-Oct
lin2090237366,2020-02-25 00:00:00,2020-10-28 00:00:00,246,20-Oct
lin2090229909,2020-02-20 00:00:00,2020-10-28 00:00:00,251,20-Oct
lin2090246110,2020-03-02 00:00:00,2020-10-28 00:00:00,240,20-Oct
lin2090050214,2019-10-25 00:00:00,2020-10-28 00:00:00,369,20-Oct
lin2090163601,2020-01-13 00:00:00,2020-10-28 00:00:00,289,20-Oct
lin2090246017,2020-03-02 00:00:00,2020-10-29 00:00:00,241,20-Oct
lin2090244287,2020-03-02 00:00:00,2020-10-29 00:00:00,241,20-Oct
lin2090250734,2020-03-05 00:00:00,2020-10-29 00:00:00,238,20-Oct
lin2090243687,2020-02-28 00:00:00,2020-10-29 00:00:00,244,20-Oct
lin2090217267,2020-02-14 00:00:00,2020-10-29 00:00:00,258,20-Oct
lin2090191559,2020-01-28 00:00:00,2020-10-23 00:00:00,269,20-Oct
lin2090244670,2020-03-02 00:00:00,2020-10-27 00:00:00,239,20-Oct
lin2090246111,2020-03-02 00:00:00,2020-10-28 00:00:00,240,20-Oct
lin2090246016,2020-03-02 00:00:00,2020-10-28 00:00:00,240,20-Oct
lin2090208456,2020-02-10 00:00:00,2020-10-29 00:00:00,262,20-Oct
lin2090246102,2020-03-02 00:00:00,2020-10-29 00:00:00,241,20-Oct
lin2090067196,2019-11-01 00:00:00,2020-10-29 00:00:00,363,20-Oct
lin2090067580,2019-11-06 00:00:00,2020-10-29 00:00:00,358,20-Oct
lin2090244286,2020-03-02 00:00:00,2020-10-29 00:00:00,241,20-Oct
lin2090246103,2020-03-02 00:00:00,2020-10-29 00:00:00,241,20-Oct
lin2090239919,2020-02-26 00:00:00,2020-10-29 00:00:00,246,20-Oct
lin2090217343,2020-02-14 00:00:00,2020-10-29 00:00:00,258,20-Oct
lin2090243697,2020-02-28 00:00:00,2020-10-29 00:00:00,244,20-Oct
lin2090244699,2020-03-02 00:00:00,2020-10-29 00:00:00,241,20-Oct
lin2090250761,2020-03-05 00:00:00,2020-10-29 00:00:00,238,20-Oct
lin2090122323,2019-12-13 00:00:00,2020-10-26 00:00:00,318,20-Oct
lin2090063534,2019-11-04 00:00:00,2020-10-30 00:00:00,361,20-Oct
lin2090235707,2020-02-21 00:00:00,2020-10-30 00:00:00,252,20-Oct
lin2090201050,2020-02-04 00:00:00,2020-10-31 00:00:00,270,20-Oct
lin2090056655,2019-10-30 00:00:00,2020-10-31 00:00:00,367,20-Oct
lin2090062985,2019-11-04 00:00:00,2020-10-31 00:00:00,362,20-Oct
lin2090250733,2020-03-05 00:00:00,2020-11-02 00:00:00,242,20-Nov
lin2090244668,2020-03-02 00:00:00,2020-11-02 00:00:00,245,20-Nov
lin2090067578,2020-06-30 00:00:00,2020-11-02 00:00:00,125,20-Nov
lin2090238178,2020-02-24 00:00:00,2020-11-02 00:00:00,252,20-Nov
lin2090219629,2019-11-13 00:00:00,2020-11-02 00:00:00,355,20-Nov
lin2090244528,2020-03-02 00:00:00,2020-11-03 00:00:00,246,20-Nov
lin2090249273,2020-02-25 00:00:00,2020-11-03 00:00:00,252,20-Nov
lin2090250760,2020-03-05 00:00:00,2020-11-03 00:00:00,243,20-Nov
lin2090244697,2020-03-02 00:00:00,2020-11-03 00:00:00,246,20-Nov
lin2090238745,2020-02-25 00:00:00,2020-11-03 00:00:00,252,20-Nov
lin2090244527,2020-03-02 00:00:00,2020-11-03 00:00:00,246,20-Nov
lin2090250762,2020-03-05 00:00:00,2020-11-03 00:00:00,243,20-Nov
lin2090250732,2020-03-05 00:00:00,2020-11-03 00:00:00,243,20-Nov
lin2090217308,2020-02-14 00:00:00,2020-11-03 00:00:00,263,20-Nov
lin2090244698,2020-03-02 00:00:00,2020-11-03 00:00:00,246,20-Nov
lin2090217261,2020-02-14 00:00:00,2020-11-03 00:00:00,263,20-Nov
lin2090250764,2020-03-05 00:00:00,2020-11-04 00:00:00,244,20-Nov
lin2090250763,2020-03-05 00:00:00,2020-11-04 00:00:00,244,20-Nov
lin2090250765,2020-03-05 00:00:00,2020-11-04 00:00:00,244,20-Nov
lin2090218713,2020-02-13 00:00:00,2020-11-03 00:00:00,264,20-Nov
lin2090205716,2020-02-07 00:00:00,2020-11-04 00:00:00,271,20-Nov
lin2090095687,2019-11-25 00:00:00,2020-11-04 00:00:00,345,20-Nov
lin2090241768,2020-02-27 00:00:00,2020-11-04 00:00:00,251,20-Nov
lin2090250768,2020-03-05 00:00:00,2020-11-05 00:00:00,245,20-Nov
lin2090237941,2020-02-24 00:00:00,2020-11-05 00:00:00,255,20-Nov
lin2090235384,2020-02-24 00:00:00,2020-11-05 00:00:00,255,20-Nov
lin2090217341,2020-02-14 00:00:00,2020-11-05 00:00:00,265,20-Nov
lin2090217427,2020-02-14 00:00:00,2020-11-05 00:00:00,265,20-Nov
lin2090252831,2020-03-09 00:00:00,2020-11-06 00:00:00,242,20-Nov
lin2090244667,2020-03-02 00:00:00,2020-11-06 00:00:00,249,20-Nov
lin2090253489,2020-03-09 00:00:00,2020-11-06 00:00:00,242,20-Nov
lin2090247944,2020-03-03 00:00:00,2020-11-06 00:00:00,248,20-Nov
lin2090250766,2020-03-05 00:00:00,2020-11-06 00:00:00,246,20-Nov
lin2090237886,2020-02-24 00:00:00,2020-11-06 00:00:00,256,20-Nov
lin2090241770,2020-02-27 00:00:00,2020-11-06 00:00:00,253,20-Nov
lin2090276080,2020-03-19 00:00:00,2020-11-09 00:00:00,235,20-Nov
lin2090253680,2020-03-09 00:00:00,2020-11-09 00:00:00,245,20-Nov
lin2090253490,2020-03-09 00:00:00,2020-11-09 00:00:00,245,20-Nov
lin2090239918,2020-02-26 00:00:00,2020-11-06 00:00:00,254,20-Nov
lin2090195330,2020-01-31 00:00:00,2020-11-12 00:00:00,286,20-Nov
lin2090230042,2020-02-20 00:00:00,2020-11-12 00:00:00,266,20-Nov
lin2090094827,2019-11-25 00:00:00,2020-11-12 00:00:00,353,20-Nov
lin2090235869,2020-02-24 00:00:00,2020-11-12 00:00:00,262,20-Nov
lin2090252847,2020-03-09 00:00:00,2020-11-12 00:00:00,248,20-Nov
lin2090253505,2020-03-09 00:00:00,2020-11-12 00:00:00,248,20-Nov
lin2090548444,2020-09-01 00:00:00,2020-11-12 00:00:00,72,20-Nov
lin2090239048,2020-02-14 00:00:00,2020-11-13 00:00:00,273,20-Nov
lin2090252830,2020-03-09 00:00:00,2020-11-10 00:00:00,246,20-Nov
lin2090252911,2020-03-09 00:00:00,2020-11-10 00:00:00,246,20-Nov
lin1990630804,2019-08-05 00:00:00,2020-11-10 00:00:00,463,20-Nov
lin2090165068,2020-01-14 00:00:00,2020-11-10 00:00:00,301,20-Nov
lin2090243700,2020-02-28 00:00:00,2020-11-13 00:00:00,259,20-Nov
lin2090549027,2020-09-14 00:00:00,2020-11-13 00:00:00,60,20-Nov
lin2090244696,2020-03-02 00:00:00,2020-11-13 00:00:00,256,20-Nov
lin2090005321,2019-09-30 00:00:00,2020-11-13 00:00:00,410,20-Nov
lin2090293271,2020-03-31 00:00:00,2020-11-16 00:00:00,230,20-Nov
lin2090247942,2020-03-03 00:00:00,2020-11-16 00:00:00,258,20-Nov
lin2090252948,2020-03-09 00:00:00,2020-11-16 00:00:00,252,20-Nov
lin2090241766,2020-02-27 00:00:00,2020-11-16 00:00:00,263,20-Nov
lin2090235684,2020-02-24 00:00:00,2020-11-16 00:00:00,266,20-Nov
lin2090247943,2020-03-03 00:00:00,2020-11-16 00:00:00,258,20-Nov
lin2090253491,2020-03-09 00:00:00,2020-11-16 00:00:00,252,20-Nov
lin2090241767,2020-02-27 00:00:00,2020-11-16 00:00:00,263,20-Nov
lin2090247945,2020-03-03 00:00:00,2020-11-16 00:00:00,258,20-Nov
lin2090267638,2020-03-17 00:00:00,2020-11-17 00:00:00,245,20-Nov
lin2090255866,2020-03-10 00:00:00,2020-11-17 00:00:00,252,20-Nov
lin2090253679,2020-03-09 00:00:00,2020-11-17 00:00:00,253,20-Nov
lin2090253684,2020-03-09 00:00:00,2020-11-17 00:00:00,253,20-Nov
lin2090264218,2020-03-16 00:00:00,2020-11-18 00:00:00,247,20-Nov
lin2090268243,2020-03-17 00:00:00,2020-11-18 00:00:00,246,20-Nov
lin2090264175,2020-03-16 00:00:00,2020-11-18 00:00:00,247,20-Nov
lin1990564479,2019-07-03 00:00:00,2020-11-18 00:00:00,504,20-Nov
lin2090253678,2020-03-09 00:00:00,2020-11-18 00:00:00,254,20-Nov
lin2090253682,2020-03-09 00:00:00,2020-11-19 00:00:00,255,20-Nov
lin2090253681,2020-03-09 00:00:00,2020-11-19 00:00:00,255,20-Nov
lin2090261899,2020-03-13 00:00:00,2020-11-19 00:00:00,251,20-Nov
lin2090261898,2020-03-13 00:00:00,2020-11-17 00:00:00,249,20-Nov
lin2090267257,2020-03-17 00:00:00,2020-11-19 00:00:00,247,20-Nov
lin2090268241,2020-03-17 00:00:00,2020-11-19 00:00:00,247,20-Nov
lin2090095268,2019-11-25 00:00:00,2020-11-19 00:00:00,360,20-Nov
lin2090268001,2020-03-17 00:00:00,2020-11-19 00:00:00,247,20-Nov
lin2090267612,2020-03-17 00:00:00,2020-11-19 00:00:00,247,20-Nov
lin2090268242,2020-03-17 00:00:00,2020-11-19 00:00:00,247,20-Nov
lin2090267255,2020-03-17 00:00:00,2020-11-19 00:00:00,247,20-Nov
lin2090195017,2020-01-31 00:00:00,2020-11-20 00:00:00,294,20-Nov
lin2090264176,2020-03-16 00:00:00,2020-11-20 00:00:00,249,20-Nov
lin2090264219,2020-03-16 00:00:00,2020-11-20 00:00:00,249,20-Nov
lin2090258387,2020-03-11 00:00:00,2020-11-23 00:00:00,257,20-Nov
lin2090267300,2020-03-17 00:00:00,2020-11-23 00:00:00,251,20-Nov
lin2090289301,2020-03-30 00:00:00,2020-11-23 00:00:00,238,20-Nov
lin2090267301,2020-03-17 00:00:00,2020-11-19 00:00:00,247,20-Nov
lin2090264174,2020-03-16 00:00:00,2020-11-24 00:00:00,253,20-Nov
lin2090264172,2020-03-16 00:00:00,2020-11-25 00:00:00,254,20-Nov
lin2090294649,2020-04-06 00:00:00,2020-11-25 00:00:00,233,20-Nov
lin2090146045,2019-12-06 00:00:00,2020-11-25 00:00:00,355,20-Nov
lin2090272301,2020-03-19 00:00:00,2020-11-25 00:00:00,251,20-Nov
lin2090146020,2019-12-30 00:00:00,2020-11-25 00:00:00,331,20-Nov
lin2090063284,2019-11-04 00:00:00,2020-11-25 00:00:00,387,20-Nov
lin2090272176,2020-03-19 00:00:00,2020-11-25 00:00:00,251,20-Nov
lin2090272173,2020-03-19 00:00:00,2020-11-25 00:00:00,251,20-Nov
lin2090252910,2020-03-09 00:00:00,2020-11-24 00:00:00,260,20-Nov
lin2090253683,2019-06-04 00:00:00,2020-11-24 00:00:00,539,20-Nov
lin2090272174,2019-10-08 00:00:00,2020-11-24 00:00:00,413,20-Nov
lin2090290943,2020-03-31 00:00:00,2020-11-30 00:00:00,244,20-Nov
lin2090267258,2020-03-17 00:00:00,2020-11-30 00:00:00,258,20-Nov
lin2090268454,2020-03-17 00:00:00,2020-11-30 00:00:00,258,20-Nov
lin2090272108,2020-03-19 00:00:00,2020-11-30 00:00:00,256,20-Nov
lin2090264220,2020-03-16 00:00:00,2020-12-01 00:00:00,260,20-Dec
lin2090264217,2020-03-16 00:00:00,2020-12-01 00:00:00,260,20-Dec
lin2090257603,2020-03-11 00:00:00,2020-12-01 00:00:00,265,20-Dec
lin2090285066,2020-03-26 00:00:00,2020-12-02 00:00:00,251,20-Dec
lin2090272175,2020-03-19 00:00:00,2020-12-02 00:00:00,258,20-Dec
lin2090285000,2020-03-26 00:00:00,2020-12-02 00:00:00,251,20-Dec
lin2090285002,2020-03-26 00:00:00,2020-12-02 00:00:00,251,20-Dec
lin2090262898,2020-03-13 00:00:00,2020-12-02 00:00:00,264,20-Dec
lin2090278714,2020-03-23 00:00:00,2020-12-02 00:00:00,254,20-Dec
lin2090278713,2020-03-23 00:00:00,2020-12-02 00:00:00,254,20-Dec
lin2090285230,2020-03-26 00:00:00,2020-12-02 00:00:00,251,20-Dec
lin2090284998,2020-03-26 00:00:00,2020-12-03 00:00:00,252,20-Dec
lin2090257626,2020-03-11 00:00:00,2020-12-03 00:00:00,267,20-Dec
lin2090285001,2020-03-26 00:00:00,2020-12-03 00:00:00,252,20-Dec
lin2090272815,2020-03-19 00:00:00,2020-12-03 00:00:00,259,20-Dec
lin2090278716,2020-03-23 00:00:00,2020-12-03 00:00:00,255,20-Dec
lin2090285229,2020-03-26 00:00:00,2020-12-03 00:00:00,252,20-Dec
lin2090284999,2020-03-26 00:00:00,2020-12-03 00:00:00,252,20-Dec
lin2090257627,2020-03-11 00:00:00,2020-12-03 00:00:00,267,20-Dec
lin2090278712,2020-03-23 00:00:00,2020-12-03 00:00:00,255,20-Dec
lin2090205826,2020-02-07 00:00:00,2020-12-07 00:00:00,304,20-Dec
lin2090293206,2020-04-03 00:00:00,2020-12-07 00:00:00,248,20-Dec
lin2090273691,2020-03-20 00:00:00,2020-12-07 00:00:00,262,20-Dec
lin2090272299,2020-03-19 00:00:00,2020-12-04 00:00:00,260,20-Dec
lin2090261900,2020-03-13 00:00:00,2020-12-04 00:00:00,266,20-Dec
lin2090273388,2020-03-19 00:00:00,2020-12-04 00:00:00,260,20-Dec
